name,site_name,most_popular_mainset,most_popular_offset,most_popular_slot2,most_popular_slot4,most_popular_slot6,stats_priority,main_sets,offset_sets,slot2s,slot4s,slot6s,HP_value,ATK_value,DEF_value,SPD_value,CR_value,CD_value,ACC_value,RES_value,error,top_2_sub_stats,top_3_sub_stats,top_4_sub_stats
Songseol,Songseol,SWIFT,Unknown,SPD,HP,HP,SPD > ACC > HP > RES > DEF > CR > ATK > CD,SWIFT > ACCURACY > REVENGE > SHIELD,Unknown > ENDURE > BLADE > GUARD > REVENGE > DESTROY > NEMESIS > SHIELD > WILL,SPD > HP,HP > DEF > CR > X,HP > DEF > ACC > ATK > Unknown,2.0,1.29,1.53,4.86,1.46,1.0,2.5,1.75,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > RES
Sonia,Sonia,SWIFT,BLADE,SPD,CR,ATK,SPD > CR > ATK > HP > CD > ACC > DEF > RES,SWIFT > FATAL > VIOLENT,BLADE > Unknown > WILL > ENERGY > FIGHT > NEMESIS > REVENGE > SHIELD,SPD > ATK,CR > CD > ATK,ATK,1.41,2.26,1.06,4.47,4.18,1.23,1.21,1.0,,SPD > CR,SPD > CR > ATK,SPD > CR > ATK > HP
Sonnet,Sonnet,SWIFT,FOCUS,SPD,HP,HP,RES > SPD > ACC > HP > DEF > CR > ATK > CD,SWIFT > VIOLENT > DESPAIR > SHIELD > DESTROY > ENDURE > ENERGY > FOCUS > GUARD > NEMESIS > TOLERANCE > UNKNOWN,FOCUS > WILL > Unknown > ENDURE > GUARD > NEMESIS > REVENGE > SHIELD > BLADE > DETERMINATION > ENERGY > TOLERANCE,SPD > HP > DEF,HP > DEF > CR > ATK > CD,HP > DEF > ACC > ATK,1.8,1.3,1.54,2.74,1.36,1.0,1.82,3.18,,RES > SPD,RES > SPD > ACC,RES > SPD > ACC > HP
Sonora,Sonora,ENERGY,ENERGY,HP,HP,HP,SPD > ACC > HP > RES > DEF > CR > ATK > CD,ENERGY > NEMESIS > SHIELD > ENDURE > GUARD > VAMPIRE > DETERMINATION > FOCUS > UNKNOWN,ENERGY > GUARD > NEMESIS > SHIELD > Unknown > ENDURE > FOCUS,HP > SPD,HP > CR > DEF,HP > RES,2.26,1.21,1.7,3.0,1.5,1.0,2.5,1.9,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > RES
Sophia,Sophia,FATAL,BLADE,SPD,CD,ATK,CR > SPD > ACC > HP > ATK > CD > RES > DEF,FATAL > SWIFT > VAMPIRE > FIGHT > RAGE > ACCURACY > FOCUS > NEMESIS > WILL > DESTROY > SHIELD > VIOLENT,BLADE > REVENGE > SHIELD > WILL > DESTROY > ENDURE > FIGHT > FOCUS > NEMESIS > Unknown > ACCURACY > ENERGY,SPD > ATK > HP,CD > CR > ATK,ATK > HP > DEF,1.57,1.43,1.0,2.05,4.1,1.11,1.64,1.01,,CR > SPD,CR > SPD > ACC,CR > SPD > ACC > HP
Sorin,Sorin,FATAL,BLADE,SPD,CD,HP,SPD > CR > ACC > HP > RES > CD > DEF > ATK,FATAL > DESPAIR > SWIFT > VIOLENT > ENDURE > VAMPIRE > NEMESIS > RAGE > SHIELD > WILL,BLADE > ENDURE > ENERGY > WILL > FOCUS > NEMESIS > DESTROY > ENHANCE > REVENGE > SHIELD > Unknown,SPD > ATK > HP,CD > HP > CR > DEF,HP > ATK > ACC > DEF > RES > Unknown,1.29,1.0,1.02,2.33,2.25,1.05,1.99,1.29,,SPD > CR,SPD > CR > ACC,SPD > CR > ACC > HP
Spectra,Spectra,SWIFT,BLADE,SPD,CD,HP,CR > ACC > SPD > HP > ATK > DEF > RES > CD,SWIFT > VIOLENT > BLADE,BLADE > FOCUS > Unknown > ACCURACY > ENERGY > NEMESIS > WILL > DESTROY > ENDURE > SHIELD,SPD > ATK,CD > CR > HP > DEF,HP > ACC > ATK > DEF,1.52,1.23,1.1,2.49,3.0,1.0,2.64,1.05,,CR > ACC,CR > ACC > SPD,CR > ACC > SPD > HP
Stella,Stella,SWIFT,BLADE,SPD,CD,ATK,CR > SPD > ATK > HP > ACC > DEF > CD > RES,SWIFT > WILL > BLADE > VIOLENT > DESPAIR > DESTROY > ENDURE > ENERGY > FATAL,BLADE > WILL > ENERGY > Unknown > REVENGE > SHIELD > DESTROY > DETERMINATION > FOCUS > GUARD,SPD > ATK,CD > ATK,ATK,1.4,1.51,1.1,2.59,4.96,1.03,1.28,1.0,,CR > SPD,CR > SPD > ATK,CR > SPD > ATK > HP
Su,Su,SWIFT,BLADE,SPD,CD,ATK,CR > SPD > ACC > HP > ATK > RES > DEF > CD,SWIFT > VAMPIRE > ENDURE > FOCUS > NEMESIS > SHIELD > WILL > DESPAIR > ENERGY > FATAL > RAGE > REVENGE > VIOLENT,BLADE > ENDURE > SHIELD > WILL > DESTROY > GUARD > Unknown > ENERGY > FOCUS > REVENGE > ACCURACY > NEMESIS,SPD > ATK > DEF > HP,CD > ATK > CR,ATK > HP > RES,1.25,1.24,1.0,2.12,3.33,1.0,1.45,1.07,,CR > SPD,CR > SPD > ACC,CR > SPD > ACC > HP
Suiki,Suiki,VIOLENT,WILL,SPD,ATK,ATK,SPD > HP > ACC > ATK > RES > DEF > CR > CD,VIOLENT > FATAL > REVENGE > VAMPIRE > DESPAIR > ENERGY > DESTROY > SWIFT > WILL,WILL > REVENGE > DESTROY > ENDURE > NEMESIS > ENERGY > SHIELD > Unknown > FOCUS,SPD > ATK > HP > DEF,ATK > HP > DEF > CD,ATK > HP > RES > DEF,2.42,1.9,1.63,2.93,1.17,1.0,2.22,1.77,,SPD > HP,SPD > HP > ACC,SPD > HP > ACC > ATK
Suri,Suri,SWIFT,FOCUS,SPD,CD,ATK,CR > ACC > SPD > HP > ATK > RES > DEF > CD,SWIFT > FATAL > DESPAIR > VIOLENT > BLADE > ENDURE > ENERGY > FOCUS > GUARD > RAGE > SHIELD > VAMPIRE > WILL,FOCUS > BLADE > ENERGY > Unknown > WILL > ENDURE > ENHANCE,SPD > ATK > HP,CD > CR > HP > DEF,ATK > HP > ACC > DEF,1.43,1.18,1.01,1.72,2.7,1.0,2.53,1.1,,CR > ACC,CR > ACC > SPD,CR > ACC > SPD > HP
Surtr,Surtr,SWIFT,WILL,SPD,CD,ATK,CR > SPD > HP > ATK > ACC > DEF > CD > RES,SWIFT > VIOLENT > FATAL > RAGE > VAMPIRE > DESTROY > ENERGY > GUARD > SHIELD,WILL > BLADE > Unknown > DESTROY > NEMESIS > FIGHT > GUARD > SHIELD,SPD > ATK > HP,CD > HP > CR,ATK > HP > DEF,1.73,1.65,1.27,3.13,4.59,1.23,1.52,1.0,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ATK
Susan,Susan,DESPAIR,FOCUS,SPD,HP,HP,ACC > SPD > HP > CR > RES > ATK > CD > DEF,DESPAIR > SWIFT > ENERGY > FIGHT > SHIELD > WILL,FOCUS > REVENGE > WILL > DESTROY > ENDURE > ENERGY > FIGHT > GUARD > SHIELD,SPD > ATK > DEF > HP,HP > ATK > CR > DEF > CD,HP > DEF > ATK,1.62,1.12,1.0,1.65,1.58,1.04,2.92,1.58,,ACC > SPD,ACC > SPD > HP,ACC > SPD > HP > CR
Susano,Susano,SWIFT,BLADE,SPD,CD,ATK,CR > SPD > HP > ATK > DEF > ACC > CD > RES,SWIFT > VAMPIRE > VIOLENT > WILL,BLADE > Unknown > NEMESIS > WILL > FOCUS > GUARD > ENDURE > ENERGY > REVENGE > SHIELD,SPD > ATK,CD > CR,ATK > DEF,1.8,1.53,1.12,2.8,5.27,1.01,1.08,1.0,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ATK
Sylvia,Sylvia,VIOLENT,WILL,SPD,HP,HP,SPD > ACC > HP > DEF > ATK > RES > CR > CD,VIOLENT > SWIFT,WILL > Unknown > NEMESIS > DESTROY > ENDURE > ENERGY > SHIELD,SPD,HP > DEF > CD > X,HP > ATK > DEF,2.3,1.38,1.68,5.13,1.3,1.0,2.62,1.36,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > DEF
Tablo,Tablo,SWIFT,WILL,SPD,HP,HP,SPD > ACC > HP > DEF > CR > RES > ATK > CD,SWIFT > VIOLENT > FOCUS,WILL > Unknown > GUARD > ACCURACY > ENERGY > FOCUS,SPD,HP > CD > ATK > CR > DEF > X,HP > ACC > ATK > X > DEF > RES,2.09,1.27,1.48,4.68,1.47,1.0,3.39,1.36,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > DEF
Tagaros,Tagaros,DESPAIR,BLADE,SPD,CD,ATK,CR > ACC > SPD > HP > RES > CD > ATK > DEF,DESPAIR > FATAL > FOCUS > VIOLENT > WILL,BLADE > ENERGY > FOCUS > Unknown,SPD > ATK,CD > CR > ATK > DEF,ATK > ACC > HP,1.31,1.04,1.0,1.54,3.76,1.11,2.54,1.24,,CR > ACC,CR > ACC > SPD,CR > ACC > SPD > HP
Taharus,Taharus,UNKNOWN,Unknown,ATK,CD,HP,ACC > RES > CR > SPD > HP > DEF > ATK > CD,UNKNOWN,Unknown,ATK,CD,HP,1.6,1.14,1.33,2.0,2.67,1.0,8.0,4.0,,ACC > RES,ACC > RES > CR,ACC > RES > CR > SPD
Talc,Talc,SWIFT,WILL,SPD,HP,HP,SPD > HP > RES > DEF > ACC > CR > ATK > CD,SWIFT > ENDURE > SHIELD > VIOLENT > GUARD > ENERGY > DESTROY > NEMESIS > REVENGE > WILL,WILL > ENDURE > NEMESIS > GUARD > DETERMINATION > SHIELD > Unknown > ENERGY > REVENGE > TOLERANCE,SPD > HP > DEF,HP > DEF > CD,HP > DEF > RES,2.34,1.18,1.97,3.11,1.22,1.0,1.96,2.2,,SPD > HP,SPD > HP > RES,SPD > HP > RES > DEF
Talia,Talia,SWIFT,WILL,SPD,CD,ATK,CR > SPD > HP > ATK > DEF > ACC > CD > RES,SWIFT > VIOLENT > RAGE > WILL > BLADE > DESTROY > ENERGY > FATAL > SHIELD > VAMPIRE,WILL > BLADE > Unknown > SHIELD > GUARD > DESTROY > ENDURE > ENERGY > FOCUS > REVENGE,SPD > ATK > DEF,CD > CR > ATK,ATK > HP > DEF,1.53,1.32,1.09,2.3,4.28,1.06,1.07,1.0,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ATK
Talisman / Light Ryu,Talisman / Light Ryu,RAGE,WILL,SPD,CD,ATK,CR > SPD > ATK > CD > HP > ACC > DEF > RES,RAGE > DESPAIR > SWIFT > FATAL > VIOLENT,WILL > BLADE > Unknown > NEMESIS > FOCUS > REVENGE,SPD > ATK,CD > HP,ATK > HP,1.36,1.76,1.03,2.74,6.21,1.64,1.34,1.0,,CR > SPD,CR > SPD > ATK,CR > SPD > ATK > CD
Tantra,Tantra,,,,,,,,,,,,,,,,,,,,Failed to process player data for Tantra.,,,
Tanya,Tanya,SWIFT,BLADE,SPD,CD,ATK,CR > SPD > CD > ATK > HP > ACC > DEF > RES,SWIFT > RAGE > SHIELD > FATAL > VIOLENT > DESTROY > ENDURE > NEMESIS > REVENGE > WILL,BLADE > WILL > SHIELD > Unknown > REVENGE > DESTROY > ENDURE > ENERGY > FOCUS > GUARD > NEMESIS,SPD > ATK,CD > CR > DEF > HP,ATK > ACC > HP,1.26,1.36,1.0,2.3,5.2,1.37,1.22,1.0,,CR > SPD,CR > SPD > CD,CR > SPD > CD > ATK
Tanzalite,Tanzalite,GUARD,GUARD,DEF,DEF,DEF,SPD > CR > ACC > HP > RES > DEF > ATK > CD,GUARD > VAMPIRE > DESPAIR > ENERGY > SHIELD > SWIFT > DESTROY > FOCUS > RAGE > VIOLENT,GUARD > DESTROY > ENDURE > BLADE > ENERGY > NEMESIS > Unknown > WILL,DEF > SPD > HP,DEF > CD > HP,DEF > HP > ATK > RES,1.63,1.01,1.41,2.54,2.15,1.0,1.89,1.61,,SPD > CR,SPD > CR > ACC,SPD > CR > ACC > HP
Taor,Taor,SWIFT,BLADE,SPD,CD,ATK,CR > SPD > ATK > HP > ACC > CD > DEF > RES,SWIFT > VIOLENT > RAGE > VAMPIRE > BLADE > FATAL > FOCUS,BLADE > WILL > Unknown > FOCUS > SHIELD > ENDURE > ENERGY > GUARD > NEMESIS > REVENGE,SPD > ATK,CD > ATK,ATK > DEF,1.65,1.72,1.13,3.22,4.06,1.24,1.41,1.0,,CR > SPD,CR > SPD > ATK,CR > SPD > ATK > HP
Taranys,Taranys,VIOLENT,WILL,SPD,CD,DEF,SPD > CR > HP > DEF > ACC > RES > ATK > CD,VIOLENT > SWIFT > DESPAIR,WILL > ENDURE > NEMESIS > DESTROY > ENERGY > FOCUS > GUARD > REVENGE > Unknown,SPD > DEF > HP,CD > HP > DEF,DEF > HP > RES,2.21,1.03,1.73,2.81,2.64,1.0,1.29,1.21,,SPD > CR,SPD > CR > HP,SPD > CR > HP > DEF
Tarq,Tarq,SWIFT,Unknown,SPD,CD,ATK,CR > SPD > HP > ATK > ACC > DEF > RES > CD,SWIFT > FATAL > REVENGE > VIOLENT > VAMPIRE > WILL,Unknown > BLADE > WILL > ENDURE > ENERGY > REVENGE > GUARD,SPD > ATK,CD > CR > ATK > DEF,ATK > HP > DEF > RES > X,1.51,1.3,1.11,2.79,3.43,1.0,1.2,1.04,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ATK
Tartarus,Tartarus,,,,,,,,,,,,,,,,,,,,Failed to process player data for Tartarus.,,,
Taru,Taru,SWIFT,Unknown,SPD,CD,ATK,SPD > CR > ATK > CD > HP > ACC > DEF > RES,SWIFT > RAGE > FATAL,Unknown > BLADE > GUARD > SHIELD > WILL > ENDURE > NEMESIS,SPD > ATK,CD,ATK,1.29,2.06,1.07,3.95,3.78,1.78,1.22,1.0,,SPD > CR,SPD > CR > ATK,SPD > CR > ATK > CD
Tatu,Tatu,WILL,WILL,SPD,HP,HP,ACC > CR > SPD > HP > RES > DEF > ATK > CD,WILL > SWIFT > VIOLENT > ACCURACY > RAGE > SHIELD > FATAL > FOCUS > REVENGE,WILL > FOCUS > SHIELD > ACCURACY > BLADE > ENDURE > FIGHT > GUARD > REVENGE > Unknown,SPD > HP > DEF > ATK,HP > CD > DEF > ATK > CR,HP > DEF > ATK > ACC > RES,1.66,1.15,1.26,1.88,1.99,1.0,2.31,1.46,,ACC > CR,ACC > CR > SPD,ACC > CR > SPD > HP
Taurus,Taurus,SWIFT,FOCUS,SPD,ATK,ATK,ACC > SPD > HP > ATK > DEF > CR > RES > CD,SWIFT > FATAL > WILL > FOCUS > SHIELD > VIOLENT > ACCURACY > DESPAIR > ENERGY > UNKNOWN,FOCUS > WILL > Unknown > ENERGY > SHIELD > NEMESIS,SPD > ATK > HP,ATK > HP,ATK > ACC > HP,1.82,1.68,1.44,3.47,1.31,1.0,4.94,1.16,,ACC > SPD,ACC > SPD > HP,ACC > SPD > HP > ATK
Teon,Teon,SWIFT,Unknown,SPD,HP,HP,SPD > ACC > HP > DEF > CR > RES > ATK > CD,SWIFT > VIOLENT > WILL,Unknown > FIGHT > FOCUS > ENERGY > GUARD > NEMESIS > SHIELD > WILL,SPD,HP > DEF > CD > CR > X > ATK,HP > DEF > RES > X > ACC,2.22,1.35,1.67,6.24,1.49,1.0,2.31,1.41,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > DEF
Tesarion,Tesarion,VIOLENT,WILL,SPD,CD,HP,SPD > CR > HP > ACC > ATK > DEF > RES > CD,VIOLENT > SWIFT > FOCUS,WILL > REVENGE > DESTROY > BLADE > FOCUS > Unknown > SHIELD,SPD > HP,CD > CR > ATK > HP,HP > ATK > DEF,2.12,1.71,1.43,3.13,2.88,1.0,1.75,1.07,,SPD > CR,SPD > CR > HP,SPD > CR > HP > ACC
Teshar,Teshar,SWIFT,BLADE,SPD,CD,ATK,ATK > CR > SPD > CD > DEF > ACC > HP > RES,SWIFT > FATAL > RAGE > SHIELD,BLADE > Unknown > WILL > FOCUS > NEMESIS > DESTROY > ENDURE > FIGHT > SHIELD,SPD > ATK,CD > CR > HP,ATK > DEF,1.11,6.77,1.25,1.8,3.18,1.34,1.19,1.0,,ATK > CR,ATK > CR > SPD,ATK > CR > SPD > CD
Tetra,Tetra,SWIFT,NEMESIS,SPD,HP,HP,SPD > HP > RES > DEF > ACC > CR > ATK > CD,SWIFT > VIOLENT > DESPAIR > ENERGY > NEMESIS,NEMESIS > Unknown > ENDURE > ENERGY > WILL > GUARD > SHIELD > BLADE > ENHANCE,SPD > HP > DEF,HP > CD,HP > RES > DEF > ACC > ATK,2.52,1.24,1.97,3.99,1.38,1.0,1.59,2.29,,SPD > HP,SPD > HP > RES,SPD > HP > RES > DEF
Thebae,Thebae,VIOLENT,WILL,SPD,CD,HP,CR > SPD > HP > DEF > ACC > ATK > RES > CD,VIOLENT > SWIFT > DESPAIR > RAGE,WILL > DESTROY > BLADE > NEMESIS > Unknown > ENDURE,SPD > HP,CD > CR > HP,HP > ACC > DEF,2.26,1.12,1.33,3.06,3.46,1.0,1.32,1.0,,CR > SPD,CR > SPD > HP,CR > SPD > HP > DEF
Theomars,Theomars,VIOLENT,WILL,SPD,CD,ATK,CR > SPD > HP > ATK > ACC > DEF > CD > RES,VIOLENT,WILL > DESTROY > NEMESIS > REVENGE > Unknown > FOCUS,SPD > ATK > HP,CD,ATK > HP,1.99,1.74,1.3,3.81,3.87,1.02,1.46,1.0,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ATK
Thomas / GingerBrave,Thomas / GingerBrave,SWIFT,FOCUS,SPD,HP,ATK,SPD > ACC > HP > ATK > RES > CR > DEF > CD,SWIFT > FOCUS > SHIELD > UNKNOWN > VAMPIRE,FOCUS > Unknown > REVENGE > SHIELD,SPD > ATK,HP > ATK > CD > DEF > X,ATK > ACC > HP > RES,1.81,1.76,1.29,4.02,1.33,1.0,3.84,1.57,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > ATK
Thrain,Thrain,VIOLENT,WILL,SPD,HP,HP,ACC > SPD > HP > DEF > RES > CR > ATK > CD,VIOLENT > SWIFT > DESPAIR > GUARD > ACCURACY > ENERGY,WILL > FOCUS > Unknown > SHIELD > ACCURACY > ENERGY > GUARD > REVENGE,SPD > HP > DEF,HP > DEF > ATK > CD > CR > X,HP > ACC > DEF > ATK,2.01,1.29,1.74,3.5,1.39,1.0,4.04,1.53,,ACC > SPD,ACC > SPD > HP,ACC > SPD > HP > DEF
Tian Lang,Tian Lang,VIOLENT,WILL,SPD,HP,HP,SPD > ACC > HP > DEF > ATK > CR > RES > CD,VIOLENT > SWIFT > DESPAIR,WILL > NEMESIS > Unknown > DESTROY > ENERGY > REVENGE,SPD > HP,HP > CD > CR,HP > ACC,2.24,1.35,1.92,5.54,1.27,1.0,2.36,1.23,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > DEF
Tiana,Tiana,SWIFT,Unknown,SPD,CD,ATK,SPD > CR > HP > ACC > ATK > DEF > RES > CD,SWIFT > ENDURE > SHIELD,Unknown > WILL > REVENGE > SHIELD > ACCURACY > ENERGY > FOCUS,SPD,CD > HP > ATK > DEF,ATK > HP > DEF > RES > ACC > X,1.78,1.69,1.2,6.29,1.81,1.0,1.71,1.13,,SPD > CR,SPD > CR > HP,SPD > CR > HP > ACC
Tien Qin,Tien Qin,SWIFT,BLADE,SPD,CD,ATK,CR > SPD > HP > ATK > DEF > ACC > RES > CD,SWIFT > VIOLENT > FATAL > NEMESIS > RAGE > VAMPIRE > ENERGY > REVENGE > ACCURACY > DESTROY > ENDURE > FIGHT > WILL,BLADE > GUARD > REVENGE > WILL > ENERGY > NEMESIS > DESTROY > ENDURE > DETERMINATION > ENHANCE > FIGHT > FOCUS > SHIELD > Unknown,SPD > ATK > HP,CD > ATK > HP > CR,ATK > HP > DEF,1.54,1.41,1.17,2.68,2.93,1.0,1.15,1.12,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ATK
Tigresse,Tigresse,REVENGE,REVENGE,ATK,CD,ATK,HP > CR > SPD > ACC > ATK > DEF > RES > CD,REVENGE > SHIELD > VAMPIRE > VIOLENT,REVENGE > GUARD > Unknown,ATK > SPD,CD,ATK > DEF,4.0,1.4,1.33,1.87,2.8,1.0,1.47,1.17,,HP > CR,HP > CR > SPD,HP > CR > SPD > ACC
Tilasha,Tilasha,SHIELD,WILL,SPD,HP,HP,SPD > RES > HP > ACC > CR > DEF > ATK > CD,SHIELD > WILL > DESPAIR > GUARD > SWIFT > VIOLENT > ENDURE > ENERGY > NEMESIS,WILL > GUARD > NEMESIS > SHIELD > ENDURE > ENERGY > Unknown > BLADE > REVENGE,SPD > DEF > HP,HP > DEF > CR,HP > DEF > ACC > ATK > RES > Unknown,2.0,1.12,1.58,2.98,1.69,1.0,1.75,2.46,,SPD > RES,SPD > RES > HP,SPD > RES > HP > ACC
Todd / Fire Dhalsim,Todd / Fire Dhalsim,SHIELD,Unknown,ATK,CD,ATK,CR > SPD > ACC > RES > CD > ATK > HP > DEF,SHIELD > ENDURE > RAGE,Unknown > FOCUS > WILL,ATK > HP > SPD,CD > CR > HP,ATK > ACC > HP,1.22,1.33,1.0,2.55,3.5,1.47,1.65,1.65,,CR > SPD,CR > SPD > ACC,CR > SPD > ACC > RES
Toma,Toma,RAGE,BLADE,ATK,CD,ATK,CR > SPD > CD > HP > ACC > RES > ATK > DEF,RAGE > VIOLENT > FATAL > UNKNOWN > ACCURACY > DESPAIR > ENERGY,BLADE > ENDURE > ENERGY > GUARD > REVENGE > Unknown > WILL > ACCURACY > FOCUS > SHIELD,ATK > SPD,CD > ATK,ATK > HP,1.37,1.28,1.0,1.51,2.83,1.43,1.35,1.31,,CR > SPD,CR > SPD > CD,CR > SPD > CD > HP
Tomoe,Tomoe,DESPAIR,WILL,SPD,HP,ACC,SPD > HP > ACC > CR > DEF > ATK > RES > CD,DESPAIR > VIOLENT > SWIFT > FOCUS > WILL,WILL > Unknown > FOCUS > BLADE > GUARD > NEMESIS > REVENGE > TOLERANCE,SPD > HP,HP > DEF > ATK > CD > CR,ACC > HP > ATK > DEF > RES,2.36,1.48,1.51,3.84,1.7,1.0,2.0,1.18,,SPD > HP,SPD > HP > ACC,SPD > HP > ACC > CR
Tosi,Tosi,SWIFT,BLADE,SPD,CD,ATK,CR > SPD > ATK > HP > CD > ACC > DEF > RES,SWIFT > FATAL > RAGE > SHIELD > BLADE > DESPAIR > VIOLENT > WILL,BLADE > WILL > ENERGY > Unknown,SPD > ATK,CD > ATK,ATK,1.33,1.72,1.13,2.85,6.46,1.31,1.27,1.0,,CR > SPD,CR > SPD > ATK,CR > SPD > ATK > HP
Tractor,Tractor,VIOLENT,DESTROY,SPD,DEF,DEF,SPD > HP > CR > DEF > ACC > RES > ATK > CD,VIOLENT > VAMPIRE > DESTROY > GUARD > REVENGE > SWIFT > ENERGY > NEMESIS,DESTROY > GUARD > REVENGE > NEMESIS > Unknown > ENDURE > WILL,SPD > DEF > HP,DEF > HP > CD > CR,DEF > HP,2.69,1.14,1.71,3.88,1.97,1.0,1.61,1.42,,SPD > HP,SPD > HP > CR,SPD > HP > CR > DEF
Trasar,Trasar,VIOLENT,WILL,HP,HP,HP,SPD > RES > HP > DEF > ACC > CR > ATK > CD,VIOLENT > SWIFT > VAMPIRE > ENDURE > SHIELD > WILL > DESPAIR > FOCUS > NEMESIS,WILL > DESTROY > ENERGY > ENDURE > GUARD > FOCUS > NEMESIS > SHIELD,HP > SPD,HP,HP > DEF,2.2,1.17,1.64,3.61,1.19,1.0,1.47,2.89,,SPD > RES,SPD > RES > HP,SPD > RES > HP > DEF
Trevor,Trevor,VAMPIRE,NEMESIS,SPD,CD,ATK,CR > SPD > HP > ATK > DEF > ACC > RES > CD,VAMPIRE > ENDURE > FIGHT > REVENGE > SWIFT,NEMESIS > REVENGE > DESTROY > ENDURE > Unknown > BLADE > ENERGY > FIGHT > SHIELD > WILL,SPD > ATK > HP > DEF,CD > CR > DEF > HP,ATK > HP > DEF,1.48,1.33,1.31,2.33,5.48,1.0,1.11,1.02,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ATK
Triana,Triana,VIOLENT,WILL,SPD,CD,HP,SPD > CR > HP > DEF > ATK > ACC > RES > CD,VIOLENT > SWIFT,WILL > DESTROY > ENDURE > NEMESIS > GUARD > Unknown > BLADE > REVENGE > SHIELD,SPD > HP > ATK,CD > HP > DEF > ATK > CR,HP > ATK > DEF > RES,2.33,1.51,1.56,3.26,3.04,1.0,1.35,1.34,,SPD > CR,SPD > CR > HP,SPD > CR > HP > DEF
Trinity,Trinity,SWIFT,BLADE,SPD,CD,ATK,CR > SPD > HP > ATK > CD > DEF > ACC > RES,SWIFT > RAGE > BLADE > FATAL > VIOLENT > ENERGY > FIGHT > VAMPIRE,BLADE > WILL > Unknown > REVENGE > SHIELD > DESTROY > ENDURE > FIGHT > NEMESIS,SPD > ATK > DEF > HP,CD > CR,ATK > HP,1.66,1.49,1.21,3.13,6.65,1.49,1.13,1.0,,CR > SPD,CR > SPD > HP,CR > SPD > HP > ATK
Triton,Triton,SWIFT,Unknown,SPD,HP,HP,SPD > HP > ACC > CR > DEF > ATK > RES > CD,SWIFT > DESPAIR,Unknown > WILL > FOCUS > SHIELD > ENERGY > GUARD > REVENGE,SPD,HP > CD > CR > X > ATK > DEF,HP > ACC > ATK > DEF > RES > X,2.28,1.42,1.55,7.16,1.56,1.0,2.12,1.2,,SPD > HP,SPD > HP > ACC,SPD > HP > ACC > CR
Truffle / Dark Madeleine Cookie,Truffle / Dark Madeleine Cookie,SWIFT,WILL,SPD,HP,HP,SPD > ACC > HP > CR > DEF > ATK > RES > CD,SWIFT > VIOLENT > DESPAIR > FIGHT > GUARD > SHIELD,WILL > Unknown > FOCUS > SHIELD > ACCURACY > BLADE > DESTROY > FIGHT > GUARD > NEMESIS > TOLERANCE,SPD > HP,HP > CR > CD > DEF > X,HP > ACC > ATK,2.15,1.38,1.44,3.86,1.63,1.0,2.96,1.29,,SPD > ACC,SPD > ACC > HP,SPD > ACC > HP > CR
Tyron,Tyron,SWIFT,Unknown,SPD,CD,ATK,SPD > ACC > CR > HP > ATK > DEF > RES > CD,SWIFT > VIOLENT > DESPAIR > ACCURACY > BLADE > DESTROY > ENERGY > NEMESIS,Unknown > WILL > FOCUS > ENERGY > ENDURE > ACCURACY > BLADE > GUARD > SHIELD,SPD > HP > ATK,CD > HP > X > CR > ATK > DEF,ATK > ACC > HP > DEF > RES > X,1.91,1.4,1.39,3.87,1.93,1.0,3.09,1.2,,SPD > ACC,SPD > ACC > CR,SPD > ACC > CR > HP
Unknown Monster,Unknown Monster,,,,,,,,,,,,,,,,,,,,Failed to process player data for Unknown Monster.,,,
Ursha,Ursha,VAMPIRE,WILL,SPD,CD,HP,SPD > ACC > CR > HP > RES > DEF > ATK > CD,VAMPIRE > DESPAIR > RAGE > VIOLENT > BLADE > ENDURE > SWIFT > FOCUS > UNKNOWN > WILL,WILL > DESTROY > SHIELD > ENDURE > FOCUS > BLADE > ENERGY > Unknown > GUARD > NEMESIS > REVENGE,SPD > HP,CD > HP > CR,HP > DEF > Unknown,1.74,1.05,1.23,2.53,2.4,1.0,2.47,1.41,,SPD > ACC,SPD > ACC > CR,SPD > ACC > CR > HP
Urtau,Urtau,GUARD,REVENGE,HP,HP,HP,CR > HP > DEF > ACC > RES > SPD > ATK > CD,GUARD > DETERMINATION > ENERGY > FIGHT > SHIELD > VAMPIRE,REVENGE > BLADE > ENDURE > ENERGY > GUARD > Unknown,HP > ATK > SPD,HP > CD > CR > DEF,HP > ATK > DEF,2.19,1.05,1.92,1.35,2.19,1.0,1.59,1.44,,CR > HP,CR > HP > DEF,CR > HP > DEF > ACC
